Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.5,0.2,50.0,1000,4624,2288,999,49127.000000,0.020335
2,1000,0.5,0.2,50.0,1000,4868,2419,998,50534.000000,0.019749
3,1000,0.5,0.2,50.0,1000,4930,2415,999,50588.000000,0.019748
4,1000,0.5,0.2,50.0,1000,4552,2299,999,50463.000000,0.019797
5,1000,0.5,0.2,50.0,1000,4822,2356,999,50461.000000,0.019797
6,1000,0.5,0.2,50.0,1000,4721,2369,999,51322.000000,0.019465
7,1000,0.5,0.2,50.0,1000,4963,2414,999,50171.000000,0.019912
8,1000,0.5,0.2,50.0,1000,4723,2402,999,49581.000000,0.020149
9,1000,0.5,0.2,50.0,1000,4793,2379,999,49201.000000,0.020304
10,1000,0.5,0.2,50.0,1000,5237,2607,997,50227.000000,0.019850
