Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.5,0.2,50,1000,4668,2358,999,48289,0.020688
2,1000,0.5,0.2,50,1000,4896,2405,999,49674,0.020111
3,1000,0.5,0.2,50,1000,5003,2494,998,49777,0.020049
4,1000,0.5,0.2,50,1000,4399,2195,997,50049,0.01992
5,1000,0.5,0.2,50,1000,4960,2509,999,49396,0.020224
6,1000,0.5,0.2,50,1000,4789,2388,998,50968,0.019581
7,1000,0.5,0.2,50,1000,4953,2453,998,48995,0.020369
8,1000,0.5,0.2,50,1000,4651,2344,999,47922,0.020846
9,1000,0.5,0.2,50,1000,4662,2362,999,48831,0.020458
10,1000,0.5,0.2,50,1000,4984,2466,998,49939,0.019984
5.5,1000,0.5,0.2,50,1000,4796.5,2397.4,998.4,49384,0.020223
