Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.2,50,1000,7156,5684,485,49908.85938,0.009718
2,1000,0.2,0.2,50,1000,7091,5732,506,49330.83594,0.010257
3,1000,0.2,0.2,50,1000,8710,6963,392,50280.71875,0.007796
4,1000,0.2,0.2,50,1000,7248,5804,561,51112.35938,0.010976
5,1000,0.2,0.2,50,1000,7421,5960,494,49915.91016,0.009897
6,1000,0.2,0.2,50,1000,7055,5698,540,50857.73047,0.010618
7,1000,0.2,0.2,50,1000,7737,6145,482,49821.61328,0.009675
8,1000,0.2,0.2,50,1000,8101,6517,453,50741.53125,0.008928
9,1000,0.2,0.2,50,1000,8221,6494,482,50228.26172,0.009596
10,1000,0.2,0.2,50,1000,8090,6464,498,50824.43359,0.009798
5.5,1000,0.2,0.2,50,1000,7683,6146.1,489.3,50302.22539,0.0097259
