Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.3,0.2,50,1000,76550,8083,321,49059.39063,0.006543
2,1000,0.3,0.2,50,1000,96344,8974,118,50181.48828,0.002351
3,1000,0.3,0.2,50,1000,67907,7481,371,49582.01172,0.007483
4,1000,0.3,0.2,50,1000,91014,8673,154,49667.24609,0.003101
5,1000,0.3,0.2,50,1000,26813,5143,806,50098.95703,0.016088
6,1000,0.3,0.2,50,1000,87555,8324,222,49349.26172,0.004499
7,1000,0.3,0.2,50,1000,87613,8515,247,50121.98047,0.004928
8,1000,0.3,0.2,50,1000,71402,7612,362,49167.66016,0.007363
9,1000,0.3,0.2,50,1000,43851,5921,613,49622.82031,0.012353
10,1000,0.3,0.2,50,1000,5645,3998,996,51066.91797,0.019504
,,,,,,,,,,0.0084213
